Stud#;sex;Birth date ;sire;dam;birth place;current location;Date of death;Age/years;Cause of death;location 2;date;location 3;date;location 4;date;location 5;date;location 6;date;location 7;date;;;;;;;;;
1196;m;16.09.1998;257;989;LISIEUX Z;LISIEUX Z;16.09.1998;0;Injury from exhibit mate;LISIEUX Z;16.09.1998;;;;;;;;;;;;;;;;;;;
1197;m;01.01.1971;wild;wild;S. AFRICAR;;31.12.2011;41,02465753;;S. AFRICAR;01.01.1971;SAFARI MA;01.01.1985;;;;;;;;;;;;;;;;;
1198;f;01.01.1971;wild;wild;S. AFRICAR;;Nov 06;35,85753425;;S. AFRICAR;01.01.1971;SAFARI MA;01.01.1985;;;;;;;;;;;;;;;;;
1199;f;01.01.1971;wild;wild;S. AFRICAR;;31.12.2011;41,02465753;;S. AFRICAR;01.01.1971;SAFARI MA;01.01.1985;;;;;;;;;;;;;;;;;
1200;m;15.12.1993;1197;1198;SAFARI MA;;31.12.2011;18,05479452;;SAFARI MA;15.12.1993;;;;;;;;;;;;;;;;;;;
1201;m;12.11.1996;1197;1198;SAFARI MA;;31.12.2011;15,14246575;;SAFARI MA;12.11.1996;;;;;;;;;;;;;;;;;;;
1202;m;01.01.1969;wild;wild;S. AFRICAR;;01.01.2001;32,02191781;;S. AFRICAR;01.01.1996;HAMBURG;25.12.1996;ST VRAIN;1.1.1974;SAFARI MA;20.12.1998;;;;;;;;;;;;;
1203;f;27.08.1998;76;225;HILVARENB;HILVARENB;31.12.2011;13,35342466;;HILVARENB;27.08.1998;;;;;;;;;;;;;;;;;;;
1207;f;01.04.1996;1253;1257;SABLE RAN;ERFURT;31.12.2011;15,75890411;;SABLE RAN;01.04.1996;ERFURT;25.11.1998;;;;;;;;;;;;;;;;;
1208;f;01.07.1997;1253;1254;SABLE RAN;ERFURT;31.12.2011;14,50958904;;SABLE RAN;01.07.1997;ERFURT;25.11.1998;;;;;;;;;;;;;;;;;
1210;f;02.02.1997;200;211;KATOWICE;KATOWICE;05.02.1997;0,008219178;unk;KATOWICE;02.02.1997;;;;;;;;;;;;;;;;;;;
1211;f;21.08.1998;200;211;KATOWICE;KATOWICE;21.08.1998;0;Premature birth;KATOWICE;21.08.1998;;;;;;;;;;;;;;;;;;;
1212;m;14.07.1998;139;97;EDINBURGH;GIVSKUD;31.12.2011;13,4739726;;EDINBURGH;14.06.1998;BEWDLEY;27.06.2000;WOBURNLTD;15.12.2000;GIVSKUD;25.05.2011;;;;;;;;;;;;;
1220;f;26.09.1998;491;494;HODENHAGN;;31.12.2011;13,27123288;;HODENHAGN;26.09.1998;;;;;;;;;;;;;;;;;;;
1221;m;05.11.1998;491;496;HODENHAGN;TABERNAS;31.12.2011;13,16164384;;HODENHAGN;05.11.1998;TABERNAS;25.08.2000;;;;;;;;;;;;;;;;;
1233;m;08.02.1999;828;856;MARWELL;BORAS;31.12.2011;12,90136986;;MARWELL;08.02.1998;MALTON;09.04.2003;BORAS;11.05.2007;;;;;;;;;;;;;;;
1234;?;10.08.1977;257;259;WINDSOR;WINDSOR;10.08.1977;0;Premature birth;WINDSOR;10.08.1977;;;;;;;;;;;;;;;;;;;
1245;f;11.02.1995;116;119;PONTSCORF;PONTSCORF;11.02.1995;0;unk;PONTSCORF;11.02.1995;;;;;;;;;;;;;;;;;;;
1247;m;01.01.1969;wild;wild;UMFOLOZI;HILVARENB;16.11.1975;6,876712329;unk;UMFOLOZI;01.01.1969;SOEST;24.09.1972;HILVARENB;26.09.1972;;;;;;;;;;;;;;;
1248;f;08.01.1985;1095;197;WOBURNLTD;WOBURNLTD;23.01.1985;0,04109589;unk;WOBURNLTD;08.01.1985;;;;;;;;;;;;;;;;;;;
1251;f;10.09.1999;1011;489;WHIPSNADE;GIVSKUD;31.12.2011;12,31506849;;WHIPSNADE;10.09.1999;GIVSKUD;09.02.2002;;;;;;;;;;;;;;;;;
1252;?;01.01.1948;wild;wild;SUDAN;;27.01.1949;1,073972603;;SUDAN;01.11.1948;KHARTOUM;16.01.1949;;;;;;;;;;;;;;;;;
1253;m;01.01.1980;wild;wild;S. AFRICAR;;31.12.2011;32,01917808;;S. AFRICAR;01.01.1980;SABLE RAN;01.01.1986;;;;;;;;;;;;;;;;;
1254;f;01.01.1978;wild;wild;S. AFRICAR;;31.12.2011;34,01917808;;S. AFRICAR;01.01.1980;SABLE RAN;01.01.1986;;;;;;;;;;;;;;;;;
1257;f;01.01.1978;wild;wild;S. AFRICAR;;31.12.2011;34,01917808;;S. AFRICAR;01.01.1980;SABLE RAN;01.01.1994;;;;;;;;;;;;;;;;;
1277;f;18.11.1999;1029;931;POZNAN;POZNAN;08.03.2002;2,304109589;malicious destruction;POZNAN;18.11.1999;;;;;;;;;;;;;;;;;;;
1278;m;01.01.1970;wild;wild;UMFOLOZI;COLCHESTR;01.01.1983;13,00821918;unk;UMFOLOZI;01.01.1970;DELFTS;25.02.1972;COLCHESTR;01.04.1972;;;;;;;;;;;;;;;
1280;f;10.01.2000;491;1043;HODENHAGN;VESZPREM;31.12.2011;11,98082192;;HODENHAGN;10.01.2000;VESZPREM;13.04.2010;;;;;;;;;;;;;;;;;
1284;m;16.02.2000;257;989;LISIEUX Z;AUGSBURG;31.12.2011;11,87945205;;LISIEUX Z;16.02.2000;MALTON;08.04.2003;KESSINGLA;06.06.2007;AUGSBURG;29.07.2010;;;;;;;;;;;;;
1288;m;01.11.1999;343;907;EMMEN;EMMEN;08.11.1999;0,019178082;Injury from exhibit mate;EMMEN;01.11.1999;;;;;;;;;;;;;;;;;;;
1292;m;01.01.1969;wild;wild;UMFOLOZI;;15.05.1971;2,367123288;;UMFOLOZI;01.01.1969;FLIEGENPI;10.05.1971;;;;;;;;;;;;;;;;;
1293;f;01.01.1969;wild;wild;UMFOLOZI;GANSDRF;09.01.1976;7,024657534;unk;UMFOLOZI;01.01.1970;FLIEGENPI;17.11.1974;GANSRNDRF;05.03.1971;;;;;;;;;;;;;;;
1295;m;01.01.1998;wild;wild;S. AFRICAR;SIGEAN;31.12.2011;14,00547945;;S. AFRICAR;01.01.1998;THABA MAN;01.01.1998;SIGEAN;27.03.2000;;;;;;;;;;;;;;;
1296;f;01.01.1998;wild;wild;S. AFRICAR;SIGEAN;31.12.2011;14,00547945;;S. AFRICAR;01.01.1998;THABA MAN;01.01.1998;SIGEAN;27.03.2000;;;;;;;;;;;;;;;
1297;f;01.01.1998;wild;wild;S. AFRICAR;SIGEAN;04.04.2000;2,257534247;died in transit;S. AFRICAR;01.01.1998;THABA MAN;01.01.1998;SIGEAN;27.03.2000;;;;;;;;;;;;;;;
1300;m;Sep 82;117;unk;LONGLEAT;CIR AMERI;30.11.1984;2,249315068;died in transit;LONGLEAT;01.09.1982;CIR AMERI;01.11.1984;;;;;;;;;;;;;;;;;
1301;m;11.01.1990;117;unk;LONGLEAT;;31.12.2011;21,98356164;;LONGLEAT;11.01.1990;S. AFRICA;31.01.1991;;;;;;;;;;;;;;;;;
1305;f;29.07.2000;373;943;DVURKRALV;;31.12.2011;11,43013699;;DVURKRALV;29.06.2000;KENYA;19.12.2009;;;;;;;;;;;;;;;;;
1306;f;Feb 98;wild;wild;S. AFRICAR;BEAUVAL;31.12.2011;13,92054795;;S. AFRICAR;01.07.1998;THABA MAN;01.08.1998;BEAUVAL;27.03.2000;;;;;;;;;;;;;;;
1307;f;Feb 98;wild;wild;S. AFRICAR;BEAUVAL;31.12.2011;13,92054795;;S. AFRICAR;01.07.1998;THABA MAN;01.08.1998;BEAUVAL;27.03.2000;;;;;;;;;;;;;;;
1317;m;19.09.1999;829;1120;KNOWSLEY;KNOWSLEY;19.09.1999;0;Injury from exhibit mate;KNOWSLEY;19.09.1999;;;;;;;;;;;;;;;;;;;
1318;f;31.01.2000;829;1026;KNOWSLEY;KNOWSLEY;31.01.2000;0;stillbirth;KNOWSLEY;31.01.2000;;;;;;;;;;;;;;;;;;;
1323;m;01.01.1970;wild;wild;UMFOLOZI;;26.02.1976;6,156164384;;UMFOLOZI;01.01.1970;SOEST;24.09.1972;FLIEGENPI;30.09.1972;SAN ROQUE;10.01.1976;FLIEGENPI;25.02.1976;;;;;;;;;;;
1336;m;29.08.2000;491;496;HODENHAGN;HODENHAGN;15.10.2002;2,128767123;unk;HODENHAGN;29.08.2000;;;;;;;;;;;;;;;;;;;
1337;f;18.12.2000;491;496;HODENHAGN;HODENHAGN;18.12.2000;0;Injury from exhibit mate;HODENHAGN;18.12.2000;;;;;;;;;;;;;;;;;;;
1338;f;01.05.2000;1011;329;WHIPSNADE;BORAS;31.12.2011;11,6739726;;WHIPSNADE;01.05.2000;BORAS;01.06.2002;;;;;;;;;;;;;;;;;
1339;f;19.05.2000;1011;962;WHIPSNADE;BORAS;31.12.2011;11,62465753;;WHIPSNADE;19.05.2000;BORAS;01.06.2002;;;;;;;;;;;;;;;;;
1340;f;15.12.2000;1011;654;WHIPSNADE;ARNHEM;31.12.2011;11,04931507;;WHIPSNADE;15.12.2000;ARNHEM;23.05.2003;;;;;;;;;;;;;;;;;
1344;m;11.08.2000;974;967;MUNSTER;MUNSTER;11.08.2000;0;Injury from exhibit mate;MUNSTER;11.08.2000;;;;;;;;;;;;;;;;;;;
1349;m;01.05.2001;1060;1175;BEWDLEY;;31.12.2011;10,6739726;;BEWDLEY;01.03.2001;MALLORCA;01.03.2007;;;;;;;;;;;;;;;;;
1350;f;17.12.2000;76;225;HILVARENB;HILVARENB;22.06.2001;0,512328767;infection;HILVARENB;17.12.2000;;;;;;;;;;;;;;;;;;;
1351;f;28.11.1987;91;651;PARIS ZOO;PARIS ZOO;28.11.1987;0;stillbirth;PARIS ZOO;28.11.1987;;;;;;;;;;;;;;;;;;;
1352;m;20.10.2000;139;97;EDINBURGH;WOBURNLTD;31.12.2011;11,20273973;;EDINBURGH;20.10.2000;GIVSKUD;09.02.2002;WOBURNLTD;05.05.2011;;;;;;;;;;;;;;;
1360;m;Okt 97;wild;wild;S. AFRICA;COLCHESTR;31.12.2011;14,25753425;;S. AFRICA;01.10.1997;BANDHOLM;24.10.2000;COLCHESTR;26.11.2009;;;;;;;;;;;;;;;
1361;m;Jun 96;wild;wild;S. AFRICA;BANDHOLM;31.12.2011;15,59178082;;S. AFRICA;01.06.1996;BANDHOLM;24.10.2000;;;;;;;;;;;;;;;;;
1362;f;Jun 98;wild;wild;S. AFRICA;BANDHOLM;31.12.2011;13,59178082;;S. AFRICA;01.06.1998;BANDHOLM;24.10.2000;;;;;;;;;;;;;;;;;
1363;f;Jun 97;wild;wild;S. AFRICA;BANDHOLM;31.12.2011;14,59178082;;S. AFRICA;01.06.1997;BANDHOLM;24.10.2000;;;;;;;;;;;;;;;;;
1388;m;22.01.2001;829;1121;KNOWSLEY;KNOWSLEY;02.10.2002;1,693150685;unk;KNOWSLEY;22.01.2001;;;;;;;;;;;;;;;;;;;
1392;f;01.01.1982;wild;wild;S. AFRICAR;PLAISANCE;31.12.2011;30,01643836;;S. AFRICAR;01.01.1983;;;;;;;;;;;;;;;;;;;
1393;m;06.12.2001;627;1207;ERFURT;SCHWERIN;31.12.2011;10,0739726;;ERFURT;06.12.2001;SCHWERIN;19.04.2005;;;;;;;;;;;;;;;;;
1401;m;01.01.1973;unk; unk;ESTEREL;;31.01.2004;31,10136986;;ESTEREL;01.01.1974;FREJUS;01.10.1982;;;;;;;;;;;;;;;;;
1406;f;19.03.2002;532;230;ARNHEM;TABERNAS;31.12.2011;9,791780822;;ARNHEM;19.03.2002;TABERNAS;13.09.2004;;;;;;;;;;;;;;;;;
1408;f;01.01.1970;wild;wild;UMFOLOZI;;31.12.2011;42,02465753;;UMFOLOZI;01.01.1970;NATAL PB;01.02.1973;CHILWORTH;28.02.1973;LAMBTON;10.03.1973;SOUTHHAMP;10.03.1981;KNOWSLEY;14.03.1981;UNK;14.03.1981;;;;;;;
1410;f;27.01.2002;1060;1147;BEWDLEY;BEWDLEY;31.12.2011;9,931506849;;BEWDLEY;27.01.2002;;;;;;;;;;;;;;;;;;;
1413;f;16.10.2001;200;211;KATOWICE;KATOWICE;31.12.2011;10,21369863;;KATOWICE;16.10.2001;;;;;;;;;;;;;;;;;;;
1414;f;01.01.1998;wild;wild;S. AFRICAR;ESTEPONA;31.12.2011;14,00547945;;S. AFRICAR;01.01.1998;GW LOGIST;01.01.2000;ESTEPONA;11.01.2000;;;;;;;;;;;;;;;
1415;f;01.01.1998;wild;wild;S. AFRICAR;ESTEPONA;01.01.2009;11,00821918;unk;S. AFRICAR;01.01.1998;GW LOGIST;01.01.2000;ESTEPONA;11.01.2000;;;;;;;;;;;;;;;
1416;f;01.01.1998;wild;wild;S. AFRICAR;MADRID Z;31.12.2011;14,00547945;;S. AFRICAR;01.01.1998;GW LOGIST;01.01.2000;ESTEPONA;11.01.2000;VALWO;01.01.2003;MADRID Z;02.05.2007;;;;;;;;;;;
1424;m;22.11.2001;1011;489;WHIPSNADE;MONTPELLI;31.12.2011;10,11232877;;WHIPSNADE;22.11.2001;KESSINGLA;26.03.2004;MONTPELLI;28.06.2007;;;;;;;;;;;;;;;
1425;f;11.12.2001;1011;962;WHIPSNADE;KESSINGLA;31.12.2011;10,06027397;;WHIPSNADE;11.12.2001;KESSINGLA;26.03.2004;;;;;;;;;;;;;;;;;
1437;m;07.07.2002;497;1028;RAMAT GAN;RAMAT GAN;07.07.2002;0;Premature birth;RAMAT GAN;07.07.2002;;;;;;;;;;;;;;;;;;;
1438;m;20.09.2001;829;1120;KNOWSLEY;PEAUGRES;31.12.2011;10,28493151;;KNOWSLEY;20.09.2001;EDINBURGH;28.09.2004;PEAUGRES;26.04.2006;;;;;;;;;;;;;;;
1439;f;18.10.2002;829;1026;KNOWSLEY;KNOWSLEY;18.10.2002;0;Injury from exhibit mate;KNOWSLEY;18.10.2002;;;;;;;;;;;;;;;;;;;
1444;f;Jan 00;wild;wild;S. AFRICAR;COULANGE;31.12.2011;12,00547945;;S. AFRICAR;01.01.2000;THABA MAN;UNK;COULANGE;18.06.2003;;;;;;;;;;;;;;;
1445;f;Jul 00;wild;wild;S. AFRICAR;COULANGE;31.12.2011;11,50684932;;S. AFRICAR;01.07.2000;THABA MAN;UNK;COULANGE;18.06.2003;;;;;;;;;;;;;;;
1446;m;20.10.2002;491;496;HODENHAGN;NYIREGYHA;31.12.2011;9,202739726;;HODENHAGN;20.10.2002;NYIREGYHA;18.03.2005;;;;;;;;;;;;;;;;;
1447;f;31.12.2002;491;494;HODENHAGN;OSNABRUCK;31.12.2011;9,005479452;;HODENHAGN;31.12.2002;OSNABRUCK;15.09.2007;;;;;;;;;;;;;;;;;
1456;?;02.10.2003;532;1208;ERFURT;ERFURT;02.10.2003;0;Premature birth;ERFURT;02.10.2003;;;;;;;;;;;;;;;;;;;
1457;f;01.01.2000;wild;wild;S. AFRICAR;COLCHESTR;31.12.2011;12,00547945;;S. AFRICAR;UNK;COLCHESTR;27.09.2003;;;;;;;;;;;;;;;;;
1458;f;01.01.1998;wild;wild;S. AFRICAR;COLCHESTR;31.12.2011;14,00547945;;S. AFRICAR;UNK;COLCHESTR;27.09.2003;;;;;;;;;;;;;;;;;
1460;f;01.01.1999;wild;wild;S. AFRICA;SO LAKES;31.12.2011;13,00547945;;S. AFRICA;01.01.1999;SO LAKES;28.09.2003;;;;;;;;;;;;;;;;;
1461;f;01.01.1999;wild;wild;S. AFRICA;SO LAKES;31.12.2011;13,00547945;;S. AFRICA;01.01.1999;SO LAKES;28.09.2003;;;;;;;;;;;;;;;;;
1462;f;19.11.2003;1029;931;POZNAN;PEAUGRES;31.12.2011;8,120547945;;POZNAN;19.11.2003;PEAUGRES;28.06.2006;;;;;;;;;;;;;;;;;
1463;f;Mai 01;wild;wild;THABAZIMB;MONTPELLI;31.12.2011;10,6739726;;THABAZIMB;01.01.2002;MAFUNYANE;01.01.2003;MONTPELLI;08.10.2003;;;;;;;;;;;;;;;
1464;f;Apr 01;wild;wild;KRUGERSDO;MONTPELLI;31.12.2011;10,75616438;;KRUGERSDO;01.04.2002;MAFUNYANE;01.01.2003;MONTPELLI;08.10.2003;;;;;;;;;;;;;;;
1466;m;31.12.2003;828;856;MARWELL;MALTON;31.12.2011;8,005479452;;MARWELL;31.12.2003;MALTON;07.07.2007;;;;;;;;;;;;;;;;;
1467;f;07.02.2003;76;225;HILVARENB;HILVARENB;20.02.2003;0,035616438;Injury from exhibit mate;HILVARENB;07.02.2003;;;;;;;;;;;;;;;;;;;
1469;f;16.04.2003;1011;329;WHIPSNADE;WHIPSNADE;16.04.2003;0;stillbirth;WHIPSNADE;16.04.2003;;;;;;;;;;;;;;;;;;;
1472;m;16.02.2004;829;1026;KNOWSLEY;KNOWSLEY;16.06.2004;0,331506849;infection;KNOWSLEY;15.02.2004;;;;;;;;;;;;;;;;;;;
1473;f;01.01.2000;wild;wild;S. AFRICA;BLAIRDRUM;31.12.2011;12,00547945;;S. AFRICA;01.02.2000;GW LOGIST;UNK;BLAIRDRUM;28.09.2003;;;;;;;;;;;;;;;
1474;f;01.01.2000;wild;wild;S. AFRICA;MUNSTER;31.12.2011;12,00547945;;S. AFRICA;01.08.2000;MAFUNYANE;01.01.2001;GW LOGIST;01.01.2003;BLAIRDRUM;28.09.2003;MUNSTER;05.10.2003;;;;;;;;;;;
1475;m;01.01.2000;wild;wild;S. AFRICA;BLAIRDRUM;31.12.2011;12,00547945;;S. AFRICA;01.02.2000;GW LOGIST;UNK;BLAIRDRUM;28.09.2003;;;;;;;;;;;;;;;
1478;f;01.01.1991;wild;wild;UMFOLOZI;KOLMARDEN;31.12.2011;21,0109589;;UMFOLOZI;01.01.1991;KOLMARDEN;10.12.2003;;;;;;;;;;;;;;;;;
1479;f;Jul 01;wild;1478;UMFOLOZI;KOLMARDEN;31.12.2011;10,50684932;;UMFOLOZI;01.01.2001;KOLMARDEN;10.12.2003;;;;;;;;;;;;;;;;;
1480;f;01.01.2004;wild;1478;KOLMARDEN;KOLMARDEN;31.12.2011;8,002739726;;KOLMARDEN;01.01.2004;;;;;;;;;;;;;;;;;;;
1484;m;01.01.1971;wild;wild;S. AFRICA;BARCELONA;31.12.2011;41,02465753;;S. AFRICA;01.01.1972;RIOLEORES;UNK;DECOMISO;25.01.1993;AQUALEON;01.02.1993;BARCELONA;02.12.2003;;;;;;;;;;;
1485;f;01.01.1971;wild;wild;S. AFRICA;BARCELONA;16.12.2003;32,97808219;Injury from exhibit mate;S. AFRICA;01.01.1972;RIOLEORES;UNK;DECOMISO;25.01.1993;AQUALEON;01.02.1993;BARCELONA;01.12.2003;BIOPARCVA;22.02.2007;;;;;;;;;
1486;m;01.12.1991;1487;1488;RIOLEORES;BIOPARCVA;31.12.2011;20,09589041;;RIOLEORES;01.12.1991;DECOMISO;25.01.1993;AQUALEON;01.02.1993;BARCELONA;01.12.2003;BIOPARCVA;22.02.2007;;;;;;;;;;;
1487;m;01.01.1970;wild;;;;31.12.2011;42,02465753;;UMFOLOZI;01.01.1970;NATAL PB;25.03.1972;DELFTS;01.04.1972;RIOLEORES;15.04.1972;;;;;;;;;;;;;
1488;f;01.01.1970;wild;wild;;;31.12.2011;42,02465753;;UMFOLOZI;01.01.1970;NATAL PB;25.03.1972;DELFTS;01.04.1972;RIOLEORES;15.06.1972;;;;;;;;;;;;;
1489;m;26.09.2004;627;1207;ERFURT;PELISSANE;31.12.2011;7,265753425;;ERFURT;26.09.1972;LILLE ZO;06.07.2007;PELISSANE;10.11.2010;;;;;;;;;;;;;;;
1490;m;27.08.2004;76;225;HILVARENB;SCHMIDING;31.12.2011;7,347945205;;HILVARENB;27.08.2004;KERKRADE;19.08.2008;SCHMIDING;14.05.2009;;;;;;;;;;;;;;;
1501;f;11.01.2005;221;1251;GIVSKUD;CABARCENO;31.12.2011;6,97260274;;GIVSKUD;11.01.2005;CABARCENO;31.05.2011;;;;;;;;;;;;;;;;;
1515;m;09.06.2005;1011;654;WHIPSNADE;MALTON;31.12.2011;6,564383562;;WHIPSNADE;09.07.2005;MALTON;07.07.2007;;;;;;;;;;;;;;;;;
1518;m;26.07.2005;974;967;MUNSTER;munster;26.07.2005;0;Injury from exhibit mate;MUNSTER;26.07.2005;;;;;;;;;;;;;;;;;;;
1519;f;09.08.2005;578;902;BUDAPEST;BUDAPEST;09.08.2005;0;unk;BUDAPEST;09.08.2005;;;;;;;;;;;;;;;;;;;
1525;m;08.08.2005;1011;962;WHIPSNADE;KERKRADE;31.12.2011;6,4;;WHIPSNADE;08.08.2005;KERKRADE;04.04.2008;;;;;;;;;;;;;;;;;
1526;m;06.10.2005;1011;489;WHIPSNADE;KERKRADE;31.12.2011;6,238356164;;WHIPSNADE;06.10.2005;KERKRADE;04.04.2008;;;;;;;;;;;;;;;;;
1532;m;01.01.1959;wild;wild;UMFOLOZI;WHIPSNADE;31.01.1964;5,084931507;unk;UMFOLOZI;01.01.1961;NATAL PB;01.01.1962;WHIPSNADE;31.07.1962;;;;;;;;;;;;;;;
1538;m;01.01.1993;unk;unk;unk;COULANGE;30.12.2009;17,00547945;euthanasia;UNK;01.01.1993;VALWO;01.06.1998;ESTEPONA;03.05.2007;COULANGE;01.05.2009;;;;;;;;;;;;;
1540;m;Jul 97;wild;wild;S. AFRICA;COPENHAGE;31.12.2011;14,50958904;;S. AFRICA;UNK;COPENHAGE;12.09.2006;;;;;;;;;;;;;;;;;
1542;f;Jul 96;wild;wild ;S. AFRICA;COPENHAGE;31.12.2011;15,50958904;;S. AFRICA;UNK;COPENHAGE;12.09.2006;;;;;;;;;;;;;;;;;
1543;f;Jul 03;wild;1542;S. AFRICA;COPENHAGE;31.12.2011;8,506849315;;S. AFRICA;UNK;COPENHAGE;12.09.2006;;;;;;;;;;;;;;;;;
1544;m;Jul 99;wild;wild;HLUHLUWE;LONGLEAT;31.12.2011;12,50958904;;HLUHLUWE;01.07.2003;LONGLEAT;27.09.2003;;;;;;;;;;;;;;;;;
1545;f;01.01.1999;wild;wild;HLUHLUWE;LONGLEAT;31.12.2011;13,00547945;;HLUHLUWE;01.07.2003;LONGLEAT;27.09.2003;;;;;;;;;;;;;;;;;
1550;f;01.01.2001;wild;wild;S. AFRICA;LISIEUX Z;31.12.2011;11,00273973;;S. AFRICA;01.01.2006;THABA MAN;01.06.2007;LISIEUX Z;16.11.2007;;;;;;;;;;;;;;;
1551;f;01.01.2000;wild;wild;HLUHLUWE;LONGLEAT;31.12.2011;12,00547945;;HLUHLUWE;01.07.2003;LONGLEAT;27.09.2003;;;;;;;;;;;;;;;;;
1552;m;Dez 00;wild;wild;KRUGER;DUBLIN;31.12.2011;11,08767123;;KRUGER;01.12.2000;DUBLIN;18.12.2004;;;;;;;;;;;;;;;;;
1555;f;Dez 01;wild;wild;UMFOLOZI;DUBLIN;31.12.2011;10,08767123;;UMFOLOZI;01.12.2000;DUBLIN;18.12.2004;;;;;;;;;;;;;;;;;
1556;f;01.05.2001;wild;wild;MAFUNYANE;NYIREGYHA;31.12.2011;10,6739726;;MAFUNYANE;01.05.2001;NYIREGYHA;08.08.2006;;;;;;;;;;;;;;;;;
1558;f;Jun 01;wild;wild;UMFOLOZI;DUBLIN;31.12.2011;10,5890411;;UMFOLOZI;01.12.2004;DUBLIN;18.12.2004;;;;;;;;;;;;;;;;;
1559;f;01.01.2003;wild;wild;S. AFRICAR;LESNA-GOT;31.12.2011;9,002739726;;S. AFRICAR;UNK;SKEEPORT;01.01.2006;LESNA-GOT;25.07.2006;;;;;;;;;;;;;;;
1560;f;01.01.2004;wild;wild;S. AFRICAR;LESNA-GOT;31.12.2011;8,002739726;;S. AFRICAR;UNK;SKEEPORT;01.01.2006;LESNA-GOT;25.07.2006;;;;;;;;;;;;;;;
1561;f;01.01.2000;wild;wild;S. AFRICA;LISIEUX Z;31.12.2011;12,00547945;;S. AFRICA;01.01.2006;THABA MAN;01.05.2007;LISIEUX Z;16.11.2007;;;;;;;;;;;;;;;
1562;f;18.09.2001;829;1026;KNOWSLEY;KNOWSLEY;18.09.2001;0;Injury from exhibit mate;KNOWSLEY;18.09.2001;;;;;;;;;;;;;;;;;;;
1564;f;01.02.2002;wild;wild;MAFUNYANE;NYIREGYHA;19.05.2009;7,298630137;malicious destruction;MAFUNYANE;01.02.2002;NYIREGYHA;08.08.2006;;;;;;;;;;;;;;;;;
1565;m;01.05.2002;wild;wild;SO AFR CR;ALMA-ATA;31.12.2011;9,673972603;;SO AFR CR;01.01.2005;MAFUNYANE;01.01.2006;ALMA-ATA;21.09.2006;;;;;;;;;;;;;;;
1566;f;05.06.2002;wild;wild;S. AFRICA;ALMA-ATA;31.12.2011;9,578082192;;S. AFRICA;01.01.2005;MAFUNYANE;01.01.2006;ALMA-ATA;21.09.2006;;;;;;;;;;;;;;;
1568;m;01.01.2002;wild;wild;THABA MAN;LISBON;31.12.2011;10,00273973;;THABA MAN;01.09.2007;LISBON;10.10.2007;;;;;;;;;;;;;;;;;
1569;f;01.01.2002;wild;wild;THABA MAN;LISBON;31.12.2011;10,00273973;;THABA MAN;01.09.2007;LISBON;10.10.2007;;;;;;;;;;;;;;;;;
1570;f;01.01.2002;wild;wild;THABA MAN;LISBON;31.12.2011;10,00273973;;THABA MAN;01.09.2007;LISBON;10.10.2007;;;;;;;;;;;;;;;;;
1571;f;01.01.2004;wild;wild;S. AFRICA;BIOPARCVA;31.12.2011;8,002739726;;S. AFRICA;01.10.2007;BIOPARCVA;10.10.2007;;;;;;;;;;;;;;;;;
1572;f;01.01.2004;wild;wild;S. AFRICA;BIOPARCVA;31.12.2011;8,002739726;;S. AFRICA;01.10.2007;BIOPARCVA;10.10.2007;;;;;;;;;;;;;;;;;
1574;m;01.01.2004;wild;wild;S. AFRICA;GELSNKRKN;31.12.2011;8,002739726;;S. AFRICA;01.01.2005;GELSNKRKN;03.04.2007;;;;;;;;;;;;;;;;;
1575;f;01.01.2004;wild;wild;S. AFRICA;GELSNKRKN;31.12.2011;8,002739726;;S. AFRICA;01.01.2005;GELSNKRKN;03.04.2007;;;;;;;;;;;;;;;;;
1576;f;01.01.2004;wild;wild;S. AFRICA;GELSNKRKN;31.12.2011;8,002739726;;S. AFRICA;01.01.2006;GELSNKRKN;03.04.2007;;;;;;;;;;;;;;;;;
1577;m;17.11.2004;491;494;HODENHAGN;;31.12.2011;7,123287671;;HODENHAGN;17.11.2004;SPINDLER;01.01.2007;;;;;;;;;;;;;;;;;
1578;f;07.01.2005;491;496;HODENHAGN;OSNABRUCK;31.12.2011;6,983561644;;HODENHAGN;07.01.2005;OSNABRUCK;05.06.2008;;;;;;;;;;;;;;;;;
1581;m;11.07.2005;627;1208;ERFURT;DORTMUND;31.12.2011;6,476712329;;ERFURT;11.06.2005;LILLE ZO;06.07.2007;DORTMUND;25.01.2011;;;;;;;;;;;;;;;
1583;m;21.09.2005;1060;1175;BEWDLEY;BEWDLEY;31.12.2011;6,279452055;;BEWDLEY;21.09.2005;;;;;;;;;;;;;;;;;;;
1584;f;17.11.2005;829;1120;KNOWSLEY;KNOWSLEY;31.12.2011;6,123287671;;KNOWSLEY;17.11.2005;;;;;;;;;;;;;;;;;;;
1590;f;Apr 06;1004;1220;HODENHAGN;;31.12.2011;5,753424658;;HODENHAGN;01.04.2006;VALBREMBO;06.03.2008;;;;;;;;;;;;;;;;;
1591;m;25.04.2006;829;1026;KNOWSLEY;BURFORD;31.12.2011;5,687671233;;KNOWSLEY;25.04.2006;BURFORD;08.04.2009;;;;;;;;;;;;;;;;;
1592;f;22.05.2006;1004;1280;HODENHAGN;;25.01.2011;4,682191781;;HODENHAGN;22.05.2006;VALBREMBO;06.03.2008;;;;;;;;;;;;;;;;;
1595;m;30.08.2006;491;494;HODENHAGN;;31.12.2011;5,339726027;;HODENHAGN;30.08.2006;VALBREMBO;06.03.2008;;;;;;;;;;;;;;;;;
